language,location,latitude,longitude,Degree of endangerment
Piaroa (Colombia),Colombia,2.893078,-73.784507,Definitely endangered
Piaroa (Venezuela),Venezuela (Bolivarian Republic of),8.001871,-66.110932,Vulnerable
Picard,"Belgium, France",50.498616,3.39954,Severely endangered
Picuris,United States of America,39.78373,-100.445882,Vulnerable
Piedmontese,Italy,42.638426,12.674297,Definitely endangered
Pije,New Caledonia (France),-21.30199,165.488077,Severely endangered
PilagÃ¡,Argentina,-35.112487,-65.241974,Vulnerable
Pingelapese,Micronesia (Federated States of),5.560057,150.198285,Severely endangered
Pintupi,Australia,-24.776109,134.755,Vulnerable
Pipil,El Salvador,13.800038,-88.914068,Critically endangered
PirahÃ£,Brazil,-10.333333,-53.2,Vulnerable
Piratapuya (Brazil),Brazil,-10.333333,-53.2,Severely endangered
Piratapuya (Colombia),Colombia,2.893078,-73.784507,Critically endangered
Pisaflores Tepehua,Mexico,19.43253,-99.13321,Vulnerable
Pisamira,Colombia,2.893078,-73.784507,Critically endangered
Pite Saami,"Norway, Sweden",62.393866,17.311725,Critically endangered
Pitjantjatjara,Australia,-24.776109,134.755,Vulnerable
Piu,Papua New Guinea,-5.681607,144.248908,Definitely endangered
Plains Cree,Canada,61.066692,-107.991707,Vulnerable
Plautdietsch,Ukraine,49.487197,31.271832,Definitely endangered
Pochuri,India,22.351115,78.667743,Vulnerable
Poitevin-Saintongeais,France,46.603354,1.888334,Severely endangered
Polci cluster,Nigeria,9.600036,7.999972,Definitely endangered
Polesian,"Belarus, Poland, Ukraine",39.78373,-100.445882,Vulnerable
Polonomombauk,Vanuatu,-16.525507,168.106915,Definitely endangered
Pong,Lao People's Democratic Republic,20.017111,103.378253,Definitely endangered
Pontic Greek,"Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine",39.78373,-100.445882,Definitely endangered
Poqomam,Guatemala,15.635609,-89.898809,Definitely endangered
Poqomchi',Guatemala,15.635609,-89.898809,Vulnerable
Potawatomi (Canada),Canada,61.066692,-107.991707,Critically endangered
Potawatomi (Kansas),United States of America,39.78373,-100.445882,Critically endangered
Potawatomi (Michigan),United States of America,39.78373,-100.445882,Critically endangered
Potawatomi (Oklahoma),United States of America,39.78373,-100.445882,Critically endangered
Potawatomi (Wisconsin),United States of America,39.78373,-100.445882,Critically endangered
Poyanawa,Brazil,-10.333333,-53.2,Critically endangered
Prasun,Afghanistan,33.000087,64.999847,Definitely endangered
ProvenÃ§al,France,46.603354,1.888334,Severely endangered
Pu,India,22.351115,78.667743,Critically endangered
Puari,Papua New Guinea,-5.681607,144.248908,Critically endangered
Puebla Mazatec,Mexico,19.43253,-99.13321,Vulnerable
Puinave,"Colombia, Venezuela (Bolivarian Republic of)",39.78373,-100.445882,Definitely endangered
Pukapukan,Cook Islands,-16.049278,-160.355485,Definitely endangered
PukobyÃª,Brazil,-10.333333,-53.2,Vulnerable
Pukur,Guinea,10.722623,-10.708359,Definitely endangered
Puluwat,Micronesia (Federated States of),5.560057,150.198285,Severely endangered
Puma,Nepal,28.108318,84.091679,Severely endangered
Pume,Venezuela (Bolivarian Republic of),8.001871,-66.110932,Definitely endangered
Punan Batu,Malaysia,2.392376,112.847194,Critically endangered
Pupeo,China,35.000074,104.999927,Definitely endangered
Purik,"India, Pakistan",39.78373,-100.445882,Vulnerable
PuruborÃ¡,Brazil,-10.333333,-53.2,Critically endangered
Purum,India,22.351115,78.667743,Critically endangered
PwaamÃ¨i,New Caledonia (France),-21.30199,165.488077,Definitely endangered
Pwapwa,New Caledonia (France),-21.30199,165.488077,Severely endangered
Pyu,Indonesia,-4.799336,114.563203,Severely endangered
Pyuma,China,35.000074,104.999927,Vulnerable
Q'aanjob'al,Guatemala,15.635609,-89.898809,Vulnerable
Q'eqchi' (Belize),Belize,16.825979,-88.760093,Vulnerable
Q'eqchi' (Guatemala),Guatemala,15.635609,-89.898809,Vulnerable
Qawasqar,Chile,-31.761336,-71.31877,Critically endangered
Qikiqtaaluk nigiani,Canada,61.066692,-107.991707,Vulnerable
Qikiqtaaluk uannangani,Canada,61.066692,-107.991707,Vulnerable
Quechan,United States of America,39.78373,-100.445882,Definitely endangered
Quechua of Ancash and HuÃ¡nuco,Peru,-6.86997,-75.045851,Definitely endangered
Quechua of Ayacucho,Peru,-6.86997,-75.045851,Definitely endangered
Quechua of Cajamarca,Peru,-6.86997,-75.045851,Severely endangered
"Quechua of Cajatambo, Pasco and northern JunÃ­n",Peru,-6.86997,-75.045851,Severely endangered
Quechua of Chachapoyas,Peru,-6.86997,-75.045851,Critically endangered
Quechua of Cuzco,Peru,-6.86997,-75.045851,Vulnerable
Quechua of Northern Bolivia,Bolivia (Plurinational State of),-17.05687,-64.991229,Vulnerable
Quechua of Pacaraos,Peru,-6.86997,-75.045851,Critically endangered
Quechua of Peruvian Amazonia,Peru,-6.86997,-75.045851,Vulnerable
Quechua of San MartÃ­n,Peru,-6.86997,-75.045851,Severely endangered
Quechua of Santiago del Estero,Argentina,-35.112487,-65.241974,Definitely endangered
Quechua of Southern Bolivia,Bolivia (Plurinational State of),-17.05687,-64.991229,Vulnerable
Quechua of Yauyos,Peru,-6.86997,-75.045851,Critically endangered
Quichua (CaÃ±ar and Azuay),Ecuador,-1.339767,-79.366696,Severely endangered
"Quichua (Cotopaxi, Tungurahua and Chimborazo)",Ecuador,-1.339767,-79.366696,Definitely endangered
Quichua (Imbabura),Ecuador,-1.339767,-79.366696,Definitely endangered
Quichua (Loja),Ecuador,-1.339767,-79.366696,Severely endangered
Quichua (Napo),Ecuador,-1.339767,-79.366696,Definitely endangered
Quichua (Pastaza),Ecuador,-1.339767,-79.366696,Definitely endangered
Quichua (Salasaca),Ecuador,-1.339767,-79.366696,Definitely endangered
Rabha,India,22.351115,78.667743,Vulnerable
Rahambuu,Indonesia,-4.799336,114.563203,Vulnerable
Raji,Nepal,28.108318,84.091679,Severely endangered
Rama,Nicaragua,12.372493,-84.870031,Critically endangered
Rama Cay Creole,Nicaragua,12.372493,-84.870031,Definitely endangered
Rao,China,35.000074,104.999927,Definitely endangered
Rapa,French Polynesia (France),-18.624375,-144.64349,Severely endangered
Rapanui,Chile,-31.761336,-71.31877,Severely endangered
Rarotongan,Cook Islands,-16.049278,-160.355485,Vulnerable
Raute,Nepal,28.108318,84.091679,Severely endangered
Razihi,Yemen,16.347124,47.891527,Definitely endangered
Red Gelao (China),China,35.000074,104.999927,Critically endangered
Red Gelao (Viet Nam),Viet Nam,13.290403,108.426511,Critically endangered
Rembarrnga,Australia,-24.776109,134.755,Critically endangered
Remo,India,22.351115,78.667743,Severely endangered
Rengma,India,22.351115,78.667743,Vulnerable
Repanbitip,Vanuatu,-16.525507,168.106915,Definitely endangered
Reshe,Nigeria,9.600036,7.999972,Vulnerable
Resian,Italy,42.638426,12.674297,Definitely endangered
ResÃ­garo,Peru,-6.86997,-75.045851,Critically endangered
Reyesano,Bolivia (Plurinational State of),-17.05687,-64.991229,Critically endangered
Rhenish Franconian,"Germany, France",45.614634,4.684402,Vulnerable
Riang,Myanmar,17.17505,95.999965,Critically endangered
Rigolet Inuktitut,Canada,61.066692,-107.991707,Critically endangered
Rikbaktsa,Brazil,-10.333333,-53.2,Severely endangered
Rio Grande Keresan,United States of America,39.78373,-100.445882,Definitely endangered
Ririo,Solomon Islands,-9.735434,162.828854,Critically endangered
Ritharrngu,Australia,-24.776109,134.755,Definitely endangered
River GuarijÃ­o,Mexico,19.43253,-99.13321,Vulnerable
Romani,"Albania, Germany, Austria, Belarus, Bosnia and Herzegovina, Bulgaria, Croatia, Estonia, Finland, France, Greece, Hungary, Italy, Latvia, Lithuania, The former Yugoslav Republic of Macedonia, Netherlands, Poland, Romania, United Kingdom of Great Britain an",39.78373,-100.445882,Definitely endangered
Romani (Colombia),Colombia,2.893078,-73.784507,Vulnerable
Romansh,Switzerland,46.798562,8.231974,Definitely endangered
Rongpo,India,22.351115,78.667743,Vulnerable
Roshorvi,Tajikistan,38.628173,70.815654,Severely endangered
Rotuman,Fiji,-18.12397,179.012274,Vulnerable
Ruc,"Lao People's Democratic Republic, Viet Nam",39.78373,-100.445882,Definitely endangered
Ruga,India,22.351115,78.667743,Critically endangered
Rukai,China,35.000074,104.999927,Vulnerable
Rumai,Myanmar,17.17505,95.999965,Severely endangered
Rushani,"Tajikistan, Afghanistan",37.192558,68.604125,Definitely endangered
Rusyn,"Hungary, Poland, Romania, Slovakia, Ukraine",39.78373,-100.445882,Vulnerable
Rutul,"Azerbaijan, Russian Federation",55.760107,37.605971,Definitely endangered
Saaroa,China,35.000074,104.999927,Critically endangered
Saba,Chad,15.613414,19.015617,Definitely endangered
SabanÃª,Brazil,-10.333333,-53.2,Critically endangered
Sach,"Lao People's Democratic Republic, Viet Nam",39.78373,-100.445882,Definitely endangered
Saek,"Lao People's Democratic Republic, Thailand",39.78373,-100.445882,Definitely endangered
Sahaptin,United States of America,39.78373,-100.445882,Severely endangered
Saisiyat,China,35.000074,104.999927,Severely endangered
Sak (Bangladesh),Bangladesh,24.476878,90.293243,Severely endangered
Sak (Myanmar),Myanmar,17.17505,95.999965,Vulnerable
Sakapultek,Guatemala,15.635609,-89.898809,Definitely endangered
Sake,Gabon,-0.899969,11.68997,Severely endangered
Sakurabiat,Brazil,-10.333333,-53.2,Severely endangered
SalamÃ£y,Brazil,-10.333333,-53.2,Critically endangered
Salar,China,35.000074,104.999927,Vulnerable
Salas,Indonesia,-4.799336,114.563203,Severely endangered
SÃ¡liba,"Colombia, Venezuela (Bolivarian Republic of)",39.78373,-100.445882,Severely endangered
Saluan,Indonesia,-4.799336,114.563203,Vulnerable
SÄm,Nepal,28.108318,84.091679,Severely endangered
Samatao,China,35.000074,104.999927,Critically endangered
Samatu,China,35.000074,104.999927,Critically endangered
Sambe,Nigeria,9.600036,7.999972,Critically endangered
Samei,China,35.000074,104.999927,Severely endangered
Samosa,Papua New Guinea,-5.681607,144.248908,Severely endangered
Sampang,Nepal,28.108318,84.091679,Vulnerable
Samrai,Cambodia,13.506639,104.869423,Critically endangered
Samray,"Cambodia, Thailand",39.78373,-100.445882,Critically endangered
Samre,Cambodia,13.506639,104.869423,Critically endangered
San Andres Creole,Colombia,2.893078,-73.784507,Vulnerable
San Dionisio del Mar Huave,Mexico,19.43253,-99.13321,Definitely endangered
San Francisco del Mar Huave,Mexico,19.43253,-99.13321,Critically endangered
San Mateo del Mar Huave,Mexico,19.43253,-99.13321,Vulnerable
SanapanÃ¡,Paraguay,-23.316593,-58.169344,Definitely endangered
Sanema (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Sanema (Venezuela),Venezuela (Bolivarian Republic of),8.001871,-66.110932,Vulnerable
Sanenyo,India,22.351115,78.667743,Critically endangered
Sangkong,China,35.000074,104.999927,Vulnerable
Sanglechi,"Tajikistan, Afghanistan",37.192558,68.604125,Severely endangered
Sangtam,India,22.351115,78.667743,Vulnerable
Sanhaja of Srair,Morocco,31.172819,-7.336604,Critically endangered
Santa,China,35.000074,104.999927,Vulnerable
Santa MarÃ­a del Mar Huave,Mexico,19.43253,-99.13321,Severely endangered
Sanyi,China,35.000074,104.999927,Severely endangered
Saparua,Indonesia,-4.799336,114.563203,Definitely endangered
SapÃ©,Venezuela (Bolivarian Republic of),8.001871,-66.110932,Critically endangered
Saponi,Indonesia,-4.799336,114.563203,Critically endangered
Sarcee,Canada,61.066692,-107.991707,Critically endangered
Sarikoli,China,35.000074,104.999927,Definitely endangered
Sarwa,Chad,15.613414,19.015617,Definitely endangered
Saryg Yugur,China,35.000074,104.999927,Severely endangered
Sassarese,Italy,42.638426,12.674297,Definitely endangered
SatÄr,Nepal,28.108318,84.091679,Vulnerable
Satawal,Micronesia (Federated States of),5.560057,150.198285,Severely endangered
Saterlandic,Germany,51.08342,10.423447,Severely endangered
Sauk-Fox,United States of America,39.78373,-100.445882,Critically endangered
Saulteau,Canada,61.066692,-107.991707,Vulnerable
Sause,Indonesia,-4.799336,114.563203,Severely endangered
Savi,"Pakistan, Afghanistan",34.126701,71.086484,Definitely endangered
Savo,Solomon Islands,-9.735434,162.828854,Definitely endangered
Sawkna,Libyan Arab Jamahiriya,26.823447,18.123672,Critically endangered
Sayultec,Mexico,19.43253,-99.13321,Definitely endangered
Scanian,"Denmark, Sweden",55.68172,12.591835,Vulnerable
Scots,United Kingdom of Great Britain and Northern Ireland,54.702355,-3.276575,Vulnerable
Scottish Gaelic,United Kingdom of Great Britain and Northern Ireland,54.702355,-3.276575,Definitely endangered
Sechelt,Canada,61.066692,-107.991707,Critically endangered
Segeju,United Republic of Tanzania,-6.524712,35.787844,Severely endangered
Sekani,Canada,61.066692,-107.991707,Critically endangered
Seke,Nepal,28.108318,84.091679,Vulnerable
Semai,Malaysia,2.392376,112.847194,Severely endangered
Semaq Beri,Malaysia,2.392376,112.847194,Critically endangered
Semelai,Malaysia,2.392376,112.847194,Severely endangered
Semnani,Iran (Islamic Republic of),32.94075,52.947134,Definitely endangered
Senaya,Iran (Islamic Republic of),32.94075,52.947134,Critically endangered
Sene,Papua New Guinea,-5.681607,144.248908,Critically endangered
Seneca (Canada),Canada,61.066692,-107.991707,Critically endangered
Seneca (United States of America),United States of America,39.78373,-100.445882,Severely endangered
Senggi,Indonesia,-4.799336,114.563203,Vulnerable
Sengseng,Papua New Guinea,-5.681607,144.248908,Vulnerable
Sentilese,India,22.351115,78.667743,Critically endangered
Sepa,Papua New Guinea,-5.681607,144.248908,Vulnerable
Sera,Papua New Guinea,-5.681607,144.248908,Severely endangered
Seri,Mexico,19.43253,-99.13321,Vulnerable
Serili,Indonesia,-4.799336,114.563203,Vulnerable
Seward Peninsula Inupiaq (King Island),United States of America,39.78373,-100.445882,Critically endangered
Seward Peninsula Inupiaq (Little Diomede Island),United States of America,39.78373,-100.445882,Critically endangered
Seward Peninsula Inupiaq (Norton Sound),United States of America,39.78373,-100.445882,Critically endangered
Shabo,Ethiopia,10.21167,38.65212,Severely endangered
Shanenawa,Brazil,-10.333333,-53.2,Vulnerable
Sharanahua,Peru,-6.86997,-75.045851,Severely endangered
Shark Bay,Vanuatu,-16.525507,168.106915,Vulnerable
Shatt,Sudan,14.584444,29.491769,Severely endangered
Shawnee,United States of America,39.78373,-100.445882,Severely endangered
She,China,35.000074,104.999927,Critically endangered
Sherdukpen,India,22.351115,78.667743,Vulnerable
Sherpa,"China, India, Nepal",39.78373,-100.445882,Vulnerable
Shingsaba,"China, Nepal",27.97352,85.963763,Vulnerable
Shipibo-Conibo,Peru,-6.86997,-75.045851,Definitely endangered
Shira Yugur,China,35.000074,104.999927,Severely endangered
Shiwiar,Ecuador,-1.339767,-79.366696,Severely endangered
Shixing,China,35.000074,104.999927,Definitely endangered
Shompen,India,22.351115,78.667743,Critically endangered
Shor,Russian Federation,64.686314,97.745306,Severely endangered
Shoshoni (Idaho),United States of America,39.78373,-100.445882,Severely endangered
Shoshoni (Nevada),United States of America,39.78373,-100.445882,Severely endangered
Shoshoni (Wyoming),United States of America,39.78373,-100.445882,Severely endangered
Shuar chicham,Ecuador,-1.339767,-79.366696,Definitely endangered
Shughni,"Tajikistan, Afghanistan",37.192558,68.604125,Vulnerable
Shumashti,Afghanistan,33.000087,64.999847,Severely endangered
Shuswap,Canada,61.066692,-107.991707,Definitely endangered
Shwai,Sudan,14.584444,29.491769,Critically endangered
Sia Pedee,Ecuador,-1.339767,-79.366696,Critically endangered
Sian,Malaysia,2.392376,112.847194,Severely endangered
Sibe,China,35.000074,104.999927,Severely endangered
Siberian Tatar,Russian Federation,64.686314,97.745306,Definitely endangered
Sicilian,Italy,42.638426,12.674297,Vulnerable
Sierra de Puebla NÃ¡huatl,Mexico,19.43253,-99.13321,Definitely endangered
Sierra OtomÃ­,Mexico,19.43253,-99.13321,Vulnerable
Sierra Popoluca,Mexico,19.43253,-99.13321,Vulnerable
Sierra Totonac,Mexico,19.43253,-99.13321,Severely endangered
Sighu,Gabon,-0.899969,11.68997,Severely endangered
Siglitun,Canada,61.066692,-107.991707,Severely endangered
SikÃ¯iyana,Suriname,4.141303,-56.077119,Critically endangered
Sikuani,"Colombia, Venezuela (Bolivarian Republic of)",39.78373,-100.445882,Vulnerable
Sila,"Lao People's Democratic Republic, Viet Nam",39.78373,-100.445882,Definitely endangered
Simi,India,22.351115,78.667743,Vulnerable
Singpho,India,22.351115,78.667743,Definitely endangered
Sinkiang Dagur,China,35.000074,104.999927,Definitely endangered
Siona  Secoya (Peru),Peru,-6.86997,-75.045851,Definitely endangered
Siona / Secoya (Colombia),Colombia,2.893078,-73.784507,Critically endangered
Siona / Secoya (Ecuador),Ecuador,-1.339767,-79.366696,Severely endangered
Sioux,United States of America,39.78373,-100.445882,Vulnerable
Sipakapense,Guatemala,15.635609,-89.898809,Definitely endangered
Siriano (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Siriano (Colombia),Colombia,2.893078,-73.784507,Definitely endangered
SirionÃ³,Bolivia (Plurinational State of),-17.05687,-64.991229,Severely endangered
Sirmaudi,India,22.351115,78.667743,Critically endangered
Sissano,Papua New Guinea,-5.681607,144.248908,Critically endangered
Sivandi,Iran (Islamic Republic of),32.94075,52.947134,Definitely endangered
Siwi,Egypt,26.254049,29.267547,Definitely endangered
Ske,Vanuatu,-16.525507,168.106915,Severely endangered
Skolt Saami,"Finland, Norway, Russian Federation",39.78373,-100.445882,Severely endangered
So-ng,Cambodia,13.506639,104.869423,Critically endangered
Sobei,Indonesia,-4.799336,114.563203,Definitely endangered
Soi,Iran (Islamic Republic of),32.94075,52.947134,Definitely endangered
Solon,China,35.000074,104.999927,Definitely endangered
Somm,Papua New Guinea,-5.681607,144.248908,Definitely endangered
Somyev,"Cameroon, Nigeria",6.440672,3.368983,Critically endangered
Sonora Lower Pima,Mexico,19.43253,-99.13321,Severely endangered
Sonsorol,Palau,6.097367,133.313631,Severely endangered
Soo,Uganda,1.533355,32.216658,Critically endangered
Soqotri,Yemen,16.347124,47.891527,Severely endangered
Sora,India,22.351115,78.667743,Vulnerable
Sorbian,Germany,51.08342,10.423447,Definitely endangered
Sorsorian,Vanuatu,-16.525507,168.106915,Critically endangered
South Italian,Italy,42.638426,12.674297,Vulnerable
South Jutish,"Germany, Denmark",55.692646,12.583387,Definitely endangered
South Saami,"Norway, Sweden",62.393866,17.311725,Severely endangered
South Slavey,Canada,61.066692,-107.991707,Definitely endangered
Southeastern Tarahumara,Mexico,19.43253,-99.13321,Vulnerable
Southern Altay,Russian Federation,64.686314,97.745306,Definitely endangered
Southern Ayta,Philippines,12.750349,122.73121,Critically endangered
Southern Chocho,Mexico,19.43253,-99.13321,Severely endangered
Southern East Cree,Canada,61.066692,-107.991707,Vulnerable
Southern Haida,Canada,61.066692,-107.991707,Critically endangered
Southern Paiute,United States of America,39.78373,-100.445882,Severely endangered
Southern Pomo,United States of America,39.78373,-100.445882,Critically endangered
Southern Selkup,Russian Federation,64.686314,97.745306,Critically endangered
Southern Sierra Miwok,United States of America,39.78373,-100.445882,Critically endangered
Southern Tiwa (Isleta Pueblo),United States of America,39.78373,-100.445882,Definitely endangered
Southern Tiwa (Sandia Pueblo),United States of America,39.78373,-100.445882,Definitely endangered
Southern Tlapanec,Mexico,19.43253,-99.13321,Severely endangered
Southern Tujia,China,35.000074,104.999927,Severely endangered
Southern Tutchone,Canada,61.066692,-107.991707,Critically endangered
Southern Zoque,Mexico,19.43253,-99.13321,Definitely endangered
Southwestern Tepehuan,Mexico,19.43253,-99.13321,Vulnerable
Southwestern Tlapanec,Mexico,19.43253,-99.13321,Vulnerable
Sowa,Vanuatu,-16.525507,168.106915,Critically endangered
Soyaltepec Mazatec,Mexico,19.43253,-99.13321,Vulnerable
Spiti,"India, Pakistan",39.78373,-100.445882,Vulnerable
Spokane,United States of America,39.4432564,-98.9573364,Critically endangered
Squamish,Canada,62.8329086,-95.9133224,Critically endangered
Stieng,Cambodia,12.5704231,104.8139114,Severely endangered
Stoney,Canada,62.8329086,-95.9133224,Vulnerable
Straits Salish,"Canada, United States of America",39.4432564,-98.9573364,Severely endangered
Suarmin,Papua New Guinea,-6.8891602,146.214447,Definitely endangered
Suba,"Kenya, United Republic of Tanzania",-6.3068972,34.8539276,Vulnerable
Sulung,"China, India",31.8989391,75.2683029,Definitely endangered
Sumariup,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Sunwar,Nepal,28.2591381,83.9441605,Vulnerable
Surel,Nepal,28.2591381,83.9441605,Critically endangered
Suret,"Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey",35.0331268,38.4734726,Definitely endangered
SuruahÃ¡,Brazil,-10.8104525,-52.9731178,Vulnerable
Susuami,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Svan,Georgia,32.6483307,-83.4445572,Definitely endangered
Swampy Cree,Canada,62.8329086,-95.9133224,Vulnerable
Swoeng,Lao People's Democratic Republic,18.6507492,104.1529388,Definitely endangered
Taa,Botswana,-22.1867523,23.8149414,Definitely endangered
Taap,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Taba,Indonesia,-1.248089,115.4189987,Vulnerable
Tabasaran,Russian Federation,63.1251869,103.7539825,Vulnerable
Tabasco NÃ¡huatl,Mexico,23.9090939,-102.6334,Critically endangered
Tacana,Bolivia (Plurinational State of),-16.7130547,-64.6666489,Definitely endangered
Tacenwit,Algeria,28.2136459,2.6547279,Vulnerable
Tafi,Ghana,7.92133,-1.204386,Vulnerable
Tagargrent,Algeria,28.2136459,2.6547279,Severely endangered
Tagin,India,23.4060116,79.4580917,Vulnerable
Tagish,Canada,62.8329086,-95.9133224,Critically endangered
Tagoi,Sudan,16.0857849,30.0873909,Severely endangered
Tahltan,Canada,62.8329086,-95.9133224,Critically endangered
Tai Daeng,"Lao People's Democratic Republic, Viet Nam",18.6507492,104.1529388,Vulnerable
Tai Neua,Lao People's Democratic Republic,18.6507492,104.1529388,Vulnerable
Tai Nora,India,23.4060116,79.4580917,Critically endangered
Tai Phake,India,23.4060116,79.4580917,Severely endangered
Tai Rong,India,23.4060116,79.4580917,Critically endangered
Taiap,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Taikat,Indonesia,-1.248089,115.4189987,Definitely endangered
Tailoi,Myanmar,20.330143,96.5218201,Critically endangered
Taje,Indonesia,-1.248089,115.4189987,Critically endangered
Tajio,Indonesia,-1.248089,115.4189987,Vulnerable
Takahanyilang,India,23.4060116,79.4580917,Critically endangered
Talodi,Sudan,16.0857849,30.0873909,Critically endangered
Taloki,Indonesia,-1.248089,115.4189987,Definitely endangered
Talondo,Indonesia,-1.248089,115.4189987,Definitely endangered
Talu,China,36.5530853,103.9754333,Vulnerable
Talysh,"Azerbaijan, Iran (Islamic Republic of)",32.5007782,54.2942009,Vulnerable
Tamaceq,Mali,17.3577671,-3.5273819,Definitely endangered
Tamahaq (Algeria),Algeria,28.2136459,2.6547279,Vulnerable
Tamahaq (Libya),Libyan Arab Jamahiriya,27.2360973,18.0435562,Definitely endangered
Tamajeq,Niger,17.4240742,9.4006338,Vulnerable
Tamang,"India, Nepal",31.8298397,74.6894531,Vulnerable
Tamazight (Arzew),Algeria,28.2136459,2.6547279,Critically endangered
Tamazight (Beni Iznassen),Morocco,29.1405907,-8.9533882,Definitely endangered
Tamazight (Tunisia),Tunisia,34.3352852,9.2452593,Severely endangered
Tambotalo,Vanuatu,-16.3766842,167.5625,Severely endangered
Tamki,Chad,15.3676529,18.6675816,Critically endangered
Tamzabit,Algeria,28.2136459,2.6547279,Vulnerable
Tanacross,United States of America,39.4432564,-98.9573364,Critically endangered
Tanaina,United States of America,39.4432564,-98.9573364,Severely endangered
Tanana,United States of America,39.4432564,-98.9573364,Critically endangered
Tanema,Solomon Islands,-9.5481129,160.0193024,Critically endangered
Tangam,India,23.4060116,79.4580917,Critically endangered
Tangkhul,India,23.4060116,79.4580917,Vulnerable
Tanglang,China,36.5530853,103.9754333,Vulnerable
Tangsa,India,23.4060116,79.4580917,Vulnerable
Tangwang,China,36.5530853,103.9754333,Definitely endangered
Tanimbili,Solomon Islands,-9.5481129,160.0193024,Severely endangered
Tanimuca-Letuama,Colombia,3.997607,-73.2779694,Severely endangered
Taos,United States of America,39.4432564,-98.9573364,Definitely endangered
Tapayuna,Brazil,-10.8104525,-52.9731178,Severely endangered
Tape,Vanuatu,-16.3766842,167.5625,Critically endangered
TapietÃ©,"Argentina, Bolivia (Plurinational State of), Paraguay",-23.2402897,-58.3951721,Severely endangered
TapirapÃ©,Brazil,-10.8104525,-52.9731178,Vulnerable
Tarao,India,23.4060116,79.4580917,Critically endangered
Tariana (Brazil),Brazil,-10.8104525,-52.9731178,Critically endangered
Tariana (Colombia),Colombia,3.997607,-73.2779694,Critically endangered
Taroko,China,36.5530853,103.9754333,Vulnerable
Tarpia,Indonesia,-1.248089,115.4189987,Severely endangered
Taruang,"China, India, Myanmar",20.330143,96.5218201,Vulnerable
Taruma,Guyana,4.9173112,-58.9434624,Critically endangered
Tasnusit,Algeria,28.2136459,2.6547279,Severely endangered
Tat,Azerbaijan,40.3310051,47.8082008,Severely endangered
Tati,Iran (Islamic Republic of),32.5007782,54.2942009,Definitely endangered
Tatuyo,Colombia,3.997607,-73.2779694,Definitely endangered
Taulil,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Tause,Indonesia,-1.248089,115.4189987,Vulnerable
Taushiro,Peru,-9.212533,-74.4221191,Critically endangered
Tawahka,Honduras,14.9750328,-86.2647705,Severely endangered
Taworta,Indonesia,-1.248089,115.4189987,Vulnerable
Tayal,China,36.5530853,103.9754333,Vulnerable
Tayurayt,Algeria,28.2136459,2.6547279,Vulnerable
Taznatit,Algeria,28.2136459,2.6547279,Severely endangered
Tazy,Russian Federation,63.1251869,103.7539825,Severely endangered
Tchitchege,Gabon,-0.63454,11.7386084,Definitely endangered
Tchumbuli,Benin,9.6241121,2.337739,Critically endangered
Te'un (Seram Island),Indonesia,-1.248089,115.4189987,Definitely endangered
Teanu,Solomon Islands,-9.5481129,160.0193024,Definitely endangered
TecÃ³atl Mazatec,Mexico,23.9090939,-102.6334,Vulnerable
Tehuelche,Argentina,-37.0719643,-64.8545074,Critically endangered
Teko,Mexico,23.9090939,-102.6334,Severely endangered
Tektitek,Guatemala,15.6705656,-90.3486557,Definitely endangered
TembÃ©,Brazil,-10.8104525,-52.9731178,Severely endangered
Temein,Sudan,16.0857849,30.0873909,Severely endangered
Temiar,Malaysia,2.549001,102.962616,Definitely endangered
Tempuan,Cambodia,12.5704231,104.8139114,Severely endangered
Temuan,Malaysia,2.549001,102.962616,Severely endangered
Tench,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Tenharim,Brazil,-10.8104525,-52.9731178,Severely endangered
Tennet,Sudan,16.0857849,30.0873909,Vulnerable
Ter Saami,Russian Federation,63.1251869,103.7539825,Critically endangered
Terena,Brazil,-10.8104525,-52.9731178,Severely endangered
Teribe (Costa Rica),Costa Rica,9.8849916,-84.2272339,Critically endangered
Teribe (Panama),Panama,8.6462479,-80.506073,Definitely endangered
Tese,Sudan,16.0857849,30.0873909,Critically endangered
Tetserret,Niger,17.4240742,9.4006338,Severely endangered
Tewa (Arizona),United States of America,39.4432564,-98.9573364,Definitely endangered
Tewa (New Mexico),United States of America,39.4432564,-98.9573364,Severely endangered
Texistepecan,Mexico,23.9090939,-102.6334,Severely endangered
Thaayorre,Australia,-25.5852413,134.5041199,Definitely endangered
Thado,India,23.4060116,79.4580917,Vulnerable
Thakali,Nepal,28.2591381,83.9441605,Vulnerable
Thangmi,Nepal,28.2591381,83.9441605,Definitely endangered
Thao,China,36.5530853,103.9754333,Critically endangered
Tharkarri,Australia,-25.5852413,134.5041199,Critically endangered
Thavung (Laos),"Lao People's Democratic Republic, Thailand",18.6507492,104.1529388,Definitely endangered
