language,location,latitude,longitude,Degree of endangerment
Judezmo (Europe),"Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia",39.78373,-100.445882,Severely endangered
Judezmo (Israel),Israel,30.876027,35.00152,Severely endangered
Juhur (Caucasus),"Azerbaijan, Russian Federation",55.760107,37.605971,Definitely endangered
Juhur (Israel),Israel,30.876027,35.00152,Definitely endangered
Juk,Lao People's Democratic Republic,20.017111,103.378253,Definitely endangered
Juma,Brazil,-10.333333,-53.2,Critically endangered
K'emant,Ethiopia,10.21167,38.65212,Severely endangered
K'iche' (Guatemala),Guatemala,15.635609,-89.898809,Vulnerable
K'iche' (Mexico),Mexico,19.43253,-99.13321,Definitely endangered
Ka'apÃ³r,Brazil,-10.333333,-53.2,Vulnerable
Kaande,Gabon,-0.899969,11.68997,Severely endangered
Kabard-Cherkes,"Russian Federation, Turkey",41.029706,28.976139,Vulnerable
Kabui,India,22.351115,78.667743,Vulnerable
Kachari,India,22.351115,78.667743,Definitely endangered
Kaco',Cambodia,13.506639,104.869423,Definitely endangered
Kadai,Indonesia,-4.799336,114.563203,Definitely endangered
Kadaru,Sudan,14.584444,29.491769,Definitely endangered
KadiwÃ©u,Brazil,-10.333333,-53.2,Definitely endangered
Kadu,Myanmar,17.17505,95.999965,Severely endangered
KÄgate,Nepal,28.108318,84.091679,Definitely endangered
Kaibobo,Indonesia,-4.799336,114.563203,Definitely endangered
Kaiep,Papua New Guinea,-5.681607,144.248908,Vulnerable
Kaike,Nepal,28.108318,84.091679,Definitely endangered
Kaingang,Brazil,-10.333333,-53.2,Definitely endangered
KaiowÃ¡ Guarani,Brazil,-10.333333,-53.2,Vulnerable
Kairui-Midiki,Timor-Leste,-8.515198,125.837576,Vulnerable
KaixÃ¡na,Brazil,-10.333333,-53.2,Critically endangered
Kaiy,Indonesia,-4.799336,114.563203,Vulnerable
Kaki Ae,Papua New Guinea,-5.681607,144.248908,Vulnerable
Kalamo,Papua New Guinea,-5.681607,144.248908,Severely endangered
Kalao,Indonesia,-4.799336,114.563203,Definitely endangered
Kalapalo,Brazil,-10.333333,-53.2,Vulnerable
Kalasha,Pakistan,30.33084,71.247499,Severely endangered
Kalaw Lagaw Ya,Australia,-24.776109,134.755,Definitely endangered
Kalispel,United States of America,39.78373,-100.445882,Critically endangered
Kalkoti,Pakistan,30.33084,71.247499,Severely endangered
Kalmyk,Russian Federation,64.686314,97.745306,Definitely endangered
KamaiurÃ¡,Brazil,-10.333333,-53.2,Vulnerable
Kamara,Ghana,8.030028,-1.080027,Definitely endangered
Kamarian,Indonesia,-4.799336,114.563203,Critically endangered
Kamasa,Papua New Guinea,-5.681607,144.248908,Critically endangered
Kami,United Republic of Tanzania,-6.524712,35.787844,Severely endangered
Kanakanabu,China,35.000074,104.999927,Critically endangered
Kanashi,India,22.351115,78.667743,Definitely endangered
Kandas,Papua New Guinea,-5.681607,144.248908,Vulnerable
Kanela Apaniekra,Brazil,-10.333333,-53.2,Vulnerable
Kanela Rankokamekra,Brazil,-10.333333,-53.2,Vulnerable
Kanga,Sudan,14.584444,29.491769,Severely endangered
Kangdi,India,22.351115,78.667743,Definitely endangered
Kangjia,China,35.000074,104.999927,Severely endangered
Kaningara,Papua New Guinea,-5.681607,144.248908,Vulnerable
KanoÃª,Brazil,-10.333333,-53.2,Critically endangered
Kanowit,Malaysia,2.392376,112.847194,Severely endangered
Kao,Indonesia,-4.799336,114.563203,Definitely endangered
Kapingamarangi,Micronesia (Federated States of),5.560057,150.198285,Severely endangered
Kapori,Indonesia,-4.799336,114.563203,Critically endangered
Kaqchikel (Guatemala),Guatemala,15.635609,-89.898809,Vulnerable
Kaqchikel (Mexico),Mexico,19.43253,-99.13321,Critically endangered
Karachay-Balkar,Russian Federation,64.686314,97.745306,Vulnerable
Karagash,Russian Federation,64.686314,97.745306,Definitely endangered
Karaim (Lithuania),Lithuania,55.35,23.75,Severely endangered
Karaim (Western Ukraine),Ukraine,49.487197,31.271832,Critically endangered
KarajÃ¡,Brazil,-10.333333,-53.2,Vulnerable
Karajarri,Australia,-24.776109,134.755,Critically endangered
Karang,Chad,15.613414,19.015617,Vulnerable
Karas,Indonesia,-4.799336,114.563203,Severely endangered
Karata,Russian Federation,64.686314,97.745306,Definitely endangered
Karbi,India,22.351115,78.667743,Vulnerable
Karelian (Karelia),"Finland, Russian Federation",61.780961,34.354766,Definitely endangered
Karelian (Tikhvin),Russian Federation,64.686314,97.745306,Severely endangered
Karelian (Tver),Russian Federation,64.686314,97.745306,Definitely endangered
Kari,Democratic Republic of the Congo,-2.981434,23.822264,Severely endangered
Kari'Ã±a (Brazil),Brazil,-10.333333,-53.2,Definitely endangered
Kari'Ã±a (French Guyana),French Guiana (France),4.003988,-52.999998,Definitely endangered
"Kari'Ã±a (Guyana, Suriname)","Guyana, Suriname",4.141303,-56.077119,Severely endangered
Kari'Ã±a (Venezuela),Venezuela (Bolivarian Republic of),8.001871,-66.110932,Severely endangered
Karipuna,Brazil,-10.333333,-53.2,Definitely endangered
Karipuna do AmapÃ¡,Brazil,-10.333333,-53.2,Vulnerable
Karitiana,Brazil,-10.333333,-53.2,Vulnerable
Karko,Sudan,14.584444,29.491769,Definitely endangered
Karo,Brazil,-10.333333,-53.2,Vulnerable
Karo,Ethiopia,10.21167,38.65212,Critically endangered
Karone,Senegal,14.475061,-14.452961,Vulnerable
Karore,Papua New Guinea,-5.681607,144.248908,Vulnerable
Karuk,United States of America,39.78373,-100.445882,Severely endangered
Kasanga,Guinea-Bissau,12.100035,-14.900021,Critically endangered
Kashaya,United States of America,39.78373,-100.445882,Critically endangered
Kashubian,Poland,52.097718,19.025816,Severely endangered
Kaska,Canada,61.066692,-107.991707,Severely endangered
Kasong,"Cambodia, Thailand",39.78373,-100.445882,Critically endangered
Katawixi,Brazil,-10.333333,-53.2,Critically endangered
Kathu,China,35.000074,104.999927,Definitely endangered
Kati,"Pakistan, Afghanistan",34.126701,71.086484,Definitely endangered
Katla,Sudan,14.584444,29.491769,Definitely endangered
Katukina do Acre,Brazil,-10.333333,-53.2,Severely endangered
KatukÃ­na-KanamarÃ­,Brazil,-10.333333,-53.2,Vulnerable
Katxuyana-XikuyÃ¡na,Brazil,-10.333333,-53.2,Vulnerable
Kaurna,Australia,-24.776109,134.755,Critically endangered
Kavalan,China,35.000074,104.999927,Critically endangered
Kawaiisu,United States of America,39.78373,-100.445882,Critically endangered
Kawucha,Papua New Guinea,-5.681607,144.248908,Critically endangered
Kaxarari,Brazil,-10.333333,-53.2,Critically endangered
Kayabi,Brazil,-10.333333,-53.2,Vulnerable
Kayardild,Australia,-24.776109,134.755,Critically endangered
Kayupulau,Indonesia,-4.799336,114.563203,Critically endangered
Keder,Indonesia,-4.799336,114.563203,Severely endangered
Keiga,Sudan,14.584444,29.491769,Severely endangered
Kelo,Sudan,14.584444,29.491769,Critically endangered
Kembra,Indonesia,-4.799336,114.563203,Critically endangered
Kendeje,Chad,15.613414,19.015617,Definitely endangered
Kendem,Cameroon,4.612552,13.153581,Severely endangered
Kensiw (Malaysia),Malaysia,2.392376,112.847194,Critically endangered
Kensiw (Thailand),Thailand,14.897192,100.83273,Severely endangered
Kentak,Malaysia,2.392376,112.847194,Critically endangered
Ket,Russian Federation,64.686314,97.745306,Severely endangered
Khaccaá¸ Bhoá¹­e,Nepal,28.108318,84.091679,Definitely endangered
Khakas,Russian Federation,64.686314,97.745306,Definitely endangered
Khalaj,Iran (Islamic Republic of),32.94075,52.947134,Vulnerable
Khaling,Nepal,28.108318,84.091679,Definitely endangered
Kham,Nepal,28.108318,84.091679,Definitely endangered
Khamba,"China, India",39.78373,-100.445882,Definitely endangered
Khamnigan Mongol,"China, Mongolia, Russian Federation",39.78373,-100.445882,Definitely endangered
Khampti,India,22.351115,78.667743,Vulnerable
Khang Quang Lam,Viet Nam,13.290403,108.426511,Severely endangered
Kharia,India,22.351115,78.667743,Vulnerable
Khasali,India,22.351115,78.667743,Definitely endangered
Khasi,India,22.351115,78.667743,Vulnerable
Kheng,Bhutan,27.549511,90.511927,Vulnerable
Kheza,India,22.351115,78.667743,Vulnerable
Khiamngan,India,22.351115,78.667743,Vulnerable
Khinalug,Azerbaijan,40.163667,47.820743,Severely endangered
Khmin,China,35.000074,104.999927,Vulnerable
Khoirao,India,22.351115,78.667743,Vulnerable
Khojki,Oman,21.000029,57.00369,Severely endangered
Khorasani Turk,Iran (Islamic Republic of),32.94075,52.947134,Vulnerable
KhÃ¶vsgÃ¶l Uryangkhay,Mongolia,46.825039,103.849974,Critically endangered
Khowa,India,22.351115,78.667743,Definitely endangered
Khowar,Pakistan,30.33084,71.247499,Vulnerable
Khunsari,Iran (Islamic Republic of),32.94075,52.947134,Definitely endangered
Khvarshi,Russian Federation,64.686314,97.745306,Definitely endangered
Khwe,Namibia,-23.23355,17.323111,Definitely endangered
Kickapoo (Kansas),United States of America,39.78373,-100.445882,Severely endangered
Kickapoo (Mexico),Mexico,19.43253,-99.13321,Critically endangered
Kickapoo (Oklahoma),United States of America,39.78373,-100.445882,Severely endangered
Kickapoo (Texas),United States of America,39.78373,-100.445882,Severely endangered
Kija,Australia,-24.776109,134.755,Severely endangered
Kiksht,United States of America,39.78373,-100.445882,Critically endangered
Kildin Saami,Russian Federation,64.686314,97.745306,Severely endangered
Kilen,"China, Russian Federation",64.107425,44.092202,Critically endangered
Kili,Russian Federation,64.686314,97.745306,Severely endangered
Kiliwa,Mexico,19.43253,-99.13321,Critically endangered
Kim,Sierra Leone,8.640035,-11.840027,Critically endangered
Kings River Yokuts,United States of America,39.78373,-100.445882,Critically endangered
Kinikinau,Brazil,-10.333333,-53.2,Critically endangered
Kinnauri,India,22.351115,78.667743,Definitely endangered
Kiong,Nigeria,9.600036,7.999972,Critically endangered
Kiowa,United States of America,39.78373,-100.445882,Severely endangered
Kiowa Apache,United States of America,39.78373,-100.445882,Critically endangered
KisÃªdjÃª,Brazil,-10.333333,-53.2,Vulnerable
Kivallirmiutut,Canada,61.066692,-107.991707,Vulnerable
Klallam,United States of America,39.78373,-100.445882,Critically endangered
Ko,Sudan,14.584444,29.491769,Critically endangered
Koasati (Louisiana),United States of America,39.78373,-100.445882,Definitely endangered
Koasati (Texas),United States of America,39.78373,-100.445882,Definitely endangered
Koch,India,23.4060116,79.4580917,Definitely endangered
Koda,India,23.4060116,79.4580917,Vulnerable
Kodagu,India,23.4060116,79.4580917,Definitely endangered
Kodeoha,Indonesia,-1.248089,115.4189987,Vulnerable
Kofei,Indonesia,-1.248089,115.4189987,Severely endangered
Kogui,Colombia,3.997607,-73.2779694,Vulnerable
Kohi,Nepal,28.2591381,83.9441605,Vulnerable
Koireng,India,23.4060116,79.4580917,Critically endangered
Koitabu,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Kokborok,"Bangladesh, India",23.4060116,79.4580917,Vulnerable
Koke,Chad,15.3676529,18.6675816,Severely endangered
Koko Bera,Australia,-25.5852413,134.5041199,Severely endangered
Kokota,Solomon Islands,-9.5481129,160.0193024,Vulnerable
Kolami,India,23.4060116,79.4580917,Definitely endangered
Kom,India,23.4060116,79.4580917,Definitely endangered
Komi,Russian Federation,63.1251869,103.7539825,Definitely endangered
Komo,"Ethiopia, Sudan",16.0857849,30.0873909,Definitely endangered
Kona,Nigeria,9.5595055,8.0778809,Severely endangered
Konda,India,23.4060116,79.4580917,Definitely endangered
Koneraw,Indonesia,-1.248089,115.4189987,Vulnerable
Konkow,United States of America,39.4432564,-98.9573364,Critically endangered
Konni,Ghana,7.92133,-1.204386,Vulnerable
Konyak,India,23.4060116,79.4580917,Vulnerable
Koraga,India,23.4060116,79.4580917,Critically endangered
Korana,South Africa,-29.0461845,25.0628796,Critically endangered
Korandje,Algeria,28.2136459,2.6547279,Severely endangered
Koreguaje,Colombia,3.997607,-73.2779694,Definitely endangered
Korku,India,23.4060116,79.4580917,Vulnerable
Koro,Vanuatu,-16.3766842,167.5625,Definitely endangered
Koro,India,23.4060116,79.4580917,Definitely endangered
Koroni,Indonesia,-1.248089,115.4189987,Definitely endangered
Koroshi,Iran (Islamic Republic of),32.5007782,54.2942009,Critically endangered
KorÃºbo,Brazil,-10.8104525,-52.9731178,Vulnerable
Korwa,India,23.4060116,79.4580917,Vulnerable
Koryak,Russian Federation,63.1251869,103.7539825,Severely endangered
Kosraean,"Micronesia (Federated States of), Nauru",-0.531606,166.9364014,Severely endangered
Kota,India,23.4060116,79.4580917,Critically endangered
Kowaki,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Kowiai,Indonesia,-1.248089,115.4189987,Vulnerable
Koyukon,United States of America,39.4432564,-98.9573364,Critically endangered
KrahÃ´,Brazil,-10.8104525,-52.9731178,Vulnerable
Kraol,Cambodia,12.5704231,104.8139114,Critically endangered
Kravet,Cambodia,12.5704231,104.8139114,Critically endangered
Krenak,Brazil,-10.8104525,-52.9731178,Critically endangered
Kri,Lao People's Democratic Republic,18.6507492,104.1529388,Severely endangered
Krikati,Brazil,-10.8104525,-52.9731178,Vulnerable
Kristang,Malaysia,2.549001,102.962616,Severely endangered
Krongo,Sudan,16.0857849,30.0873909,Definitely endangered
Krueng,Cambodia,12.5704231,104.8139114,Severely endangered
Kryz,Azerbaijan,40.3310051,47.8082008,Severely endangered
Kua,Botswana,-22.1867523,23.8149414,Definitely endangered
Kuay,Cambodia,12.5704231,104.8139114,Severely endangered
Kudu-Camo,Nigeria,9.5595055,8.0778809,Critically endangered
Kui,India,23.4060116,79.4580917,Vulnerable
Kuikuro,Brazil,-10.8104525,-52.9731178,Vulnerable
Kujarge,Chad,15.3676529,18.6675816,Definitely endangered
Kujubim,Brazil,-10.8104525,-52.9731178,Critically endangered
Kuk,Cameroon,5.6854768,12.7228785,Definitely endangered
Kukatja,Australia,-25.5852413,134.5041199,Vulnerable
Kuku Yalanji,Australia,-25.5852413,134.5041199,Severely endangered
Kulfa,Chad,15.3676529,18.6675816,Definitely endangered
Kulina PÃ¡no,Brazil,-10.8104525,-52.9731178,Severely endangered
Kului,India,23.4060116,79.4580917,Definitely endangered
Kulung,Nepal,28.2591381,83.9441605,Vulnerable
Kumak,New Caledonia (France),-20.0509777,165.0738678,Vulnerable
KumÄle,Nepal,28.2591381,83.9441605,Severely endangered
Kumaoni,"India, Nepal",31.8298397,74.6894531,Vulnerable
Kumyk,Russian Federation,63.1251869,103.7539825,Vulnerable
Kumzari,Oman,20.5666218,56.1579628,Severely endangered
Kuna (Colombia),Colombia,3.997607,-73.2779694,Severely endangered
Kuna (Panama),Panama,8.6462479,-80.506073,Vulnerable
Kunbarlang,Australia,-25.5852413,134.5041199,Severely endangered
Kundal Shahi,"India, Pakistan",23.4060116,79.4580917,Definitely endangered
Kung,Cameroon,5.6854768,12.7228785,Severely endangered
Kunigami,Japan,36.2816467,139.0772705,Definitely endangered
Kunjen,Australia,-25.5852413,134.5041199,Critically endangered
Kunwinjku,Australia,-25.5852413,134.5041199,Vulnerable
Kuot,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Kurrama,Australia,-25.5852413,134.5041199,Critically endangered
Kurripako (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)",7.6653891,-66.1454163,Definitely endangered
Kurru,India,23.4060116,79.4580917,Definitely endangered
KurtÃ¶p,Bhutan,27.4168797,90.434761,Vulnerable
KuruÃ¡ya,Brazil,-10.8104525,-52.9731178,Critically endangered
Kuruba,India,23.4060116,79.4580917,Critically endangered
Kurux (Bangladesh),Bangladesh,23.7301044,90.3065262,Vulnerable
Kurux (India),India,23.4060116,79.4580917,Vulnerable
Kurux (Nepal),Nepal,28.2591381,83.9441605,Vulnerable
Kusunda,Nepal,28.2591381,83.9441605,Critically endangered
Kutenai,"Canada, United States of America",39.4432564,-98.9573364,Severely endangered
Kuuku Ya'u,Australia,-25.5852413,134.5041199,Critically endangered
Kuurinji,Australia,-25.5852413,134.5041199,Definitely endangered
Kuvi,India,23.4060116,79.4580917,Definitely endangered
Kwak'wala,"Canada, United States of America",39.4432564,-98.9573364,Critically endangered
Kwama,Ethiopia,8.6267033,39.6375542,Vulnerable
Kwansu,Indonesia,-1.248089,115.4189987,Vulnerable
Kwatay,Senegal,14.3625116,-14.5316439,Severely endangered
KwazÃ¡,Brazil,-10.8104525,-52.9731178,Critically endangered
Kwegu,Ethiopia,8.6267033,39.6375542,Critically endangered
Kwerisa,Indonesia,-1.248089,115.4189987,Critically endangered
Laal,Chad,15.3676529,18.6675816,Critically endangered
Labo,Vanuatu,-16.3766842,167.5625,Vulnerable
LacandÃ³n,Mexico,23.9090939,-102.6334,Critically endangered
Lachi,Viet Nam,16.9404297,106.8164291,Definitely endangered
Ladakhi,"China, India",31.8989391,75.2683029,Vulnerable
Ladin,Italy,42.7669792,12.4938231,Definitely endangered
Laemae,China,36.5530853,103.9754333,Severely endangered
Lafofa,Sudan,16.0857849,30.0873909,Severely endangered
Laghuu,Viet Nam,16.9404297,106.8164291,Definitely endangered
Laha (Lao Cai),Viet Nam,16.9404297,106.8164291,Definitely endangered
Laha (Son La),Viet Nam,16.9404297,106.8164291,Definitely endangered
Lai,China,36.5530853,103.9754333,Definitely endangered
Laiyolo,Indonesia,-1.248089,115.4189987,Definitely endangered
Laji,China,36.5530853,103.9754333,Critically endangered
Lajia,China,36.5530853,103.9754333,Definitely endangered
Lak,Russian Federation,63.1251869,103.7539825,Vulnerable
Lake Miwok,United States of America,39.4432564,-98.9573364,Critically endangered
Lakha,Bhutan,27.4168797,90.434761,Definitely endangered
Lakon,Vanuatu,-16.3766842,167.5625,Vulnerable
Lakota,Canada,62.8329086,-95.9133224,Critically endangered
Lalo,China,36.5530853,103.9754333,Vulnerable
Lamgang,India,23.4060116,79.4580917,Critically endangered
Lamongse,India,23.4060116,79.4580917,Critically endangered
Lamu,China,36.5530853,103.9754333,Critically endangered
Langa,Cameroon,5.6854768,12.7228785,Severely endangered
Langrong,India,23.4060116,79.4580917,Critically endangered
Langthang Tibetan,Nepal,28.2591381,83.9441605,Definitely endangered
Languedocian,France,46.6372795,2.3382621,Severely endangered
Lanoh,Malaysia,2.549001,102.962616,Critically endangered
Laomian (China),China,36.5530853,103.9754333,Definitely endangered
Laomian (Myanmar),Myanmar,20.330143,96.5218201,Definitely endangered
Lardil,Australia,-25.5852413,134.5041199,Critically endangered
Lari,Iran (Islamic Republic of),32.5007782,54.2942009,Definitely endangered
Laro,Sudan,16.0857849,30.0873909,Definitely endangered
Latgalian,"Latvia, Russian Federation",63.1251869,103.7539825,Vulnerable
Laua,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Lauje,Indonesia,-1.248089,115.4189987,Vulnerable
Lavua,Thailand,14.4845819,100.8519135,Definitely endangered
Laxudumau,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Laz,"Georgia, Turkey",39.0510101,34.9303398,Definitely endangered
Leco,Bolivia (Plurinational State of),-16.7130547,-64.6666489,Critically endangered
Legenyem,Indonesia,-1.248089,115.4189987,Vulnerable
Lehali,Vanuatu,-16.3766842,167.5625,Vulnerable
Lemerig,Vanuatu,-16.3766842,167.5625,Critically endangered
Lemolang,Indonesia,-1.248089,115.4189987,Vulnerable
Lengilu,Indonesia,-1.248089,115.4189987,Critically endangered
Lengua,Paraguay,-23.2402897,-58.3951721,Severely endangered
Lepcha,"Bhutan, India, Nepal",31.8298397,74.6894531,Definitely endangered
Lezgian,"Azerbaijan, Russian Federation",63.1251869,103.7539825,Vulnerable
Lhokpu,Bhutan,27.4168797,90.434761,Definitely endangered
Lhota,India,23.4060116,79.4580917,Vulnerable
Liangmai,India,23.4060116,79.4580917,Vulnerable
Ligurian,"France, Italy, Monaco",48.6609612,-4.2104201,Definitely endangered
Liki,Indonesia,-1.248089,115.4189987,Critically endangered
Likum,Papua New Guinea,-6.8891602,146.214447,Definitely endangered
Lillooet,Canada,62.8329086,-95.9133224,Severely endangered
Limbu,"India, Nepal",31.8298397,74.6894531,Definitely endangered
Limburgian-Ripuarian,"Germany, Belgium, Netherlands",52.3422585,5.5281572,Vulnerable
Limirong Tibetan,Nepal,28.2591381,83.9441605,Definitely endangered
Limonese Creole,Costa Rica,9.8849916,-84.2272339,Definitely endangered
Limousin,France,46.6372795,2.3382621,Severely endangered
Lisela,Indonesia,-1.248089,115.4189987,Vulnerable
Lishan Didan (Israel),Israel,31.8141937,34.7533722,Severely endangered
Lishana Deni (Israel),Israel,31.8141937,34.7533722,Severely endangered
Lishanid Noshan (Israel),Israel,31.8141937,34.7533722,Severely endangered
Lishpa,India,23.4060116,79.4580917,Definitely endangered
Livonian,Latvia,56.8687325,24.8402443,Critically endangered
Logol,Sudan,16.0857849,30.0873909,Severely endangered
Logorik,Sudan,16.0857849,30.0873909,Critically endangered
Logudorese,Italy,42.7669792,12.4938231,Definitely endangered
Lohorung,Nepal,28.2591381,83.9441605,Severely endangered
Loke Tibetan,Nepal,28.2591381,83.9441605,Definitely endangered
Lokono (Guyana),"Guyana, Venezuela (Bolivarian Republic of)",7.6653891,-66.1454163,Critically endangered
Lokono (Suriname),"French Guiana (France), Suriname",4.0699911,-53.1683083,Severely endangered
Lola,Indonesia,-1.248089,115.4189987,Vulnerable
Lolak,Indonesia,-1.248089,115.4189987,Critically endangered
Lom,Indonesia,-1.248089,115.4189987,Critically endangered
Lombard,"Italy, Switzerland",46.8037987,8.2228546,Definitely endangered
Lorediakarkar,Vanuatu,-16.3766842,167.5625,Critically endangered
Lorrain,"Belgium, France",50.52262,5.24542,Severely endangered
Loun,Indonesia,-1.248089,115.4189987,Critically endangered
Low Saxon,"Germany, Denmark, Netherlands, Poland, Russian Federation",63.1251869,103.7539825,Vulnerable
Lower Mixe,Mexico,23.9090939,-102.6334,Vulnerable
Lower Northwestern OtomÃ­,Mexico,23.9090939,-102.6334,Vulnerable
Lowland Chontal,Mexico,23.9090939,-102.6334,Critically endangered
Lowland Mazatec,Mexico,23.9090939,-102.6334,Vulnerable
LÃ¶yÃ¶p,Vanuatu,-16.3766842,167.5625,Vulnerable
Lua,Thailand,14.4845819,100.8519135,Definitely endangered
Lude,Russian Federation,63.1251869,103.7539825,Severely endangered
LuiseÃ±o,United States of America,39.4432564,-98.9573364,Critically endangered
Lule Saami,"Norway, Sweden",62.6749725,16.7980595,Severely endangered
Lumun,Sudan,16.0857849,30.0873909,Definitely endangered
Luri,Nigeria,9.5595055,8.0778809,Critically endangered
Luro,India,23.4060116,79.4580917,Critically endangered
Lushootseed,United States of America,39.4432564,-98.9573364,Critically endangered
Mabiri,Chad,15.3676529,18.6675816,Critically endangered
Machiguenga,Peru,-9.212533,-74.4221191,Definitely endangered
Machineri (Bolivia),Bolivia (Plurinational State of),-16.7130547,-64.6666489,Severely endangered
Machineri (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Macuna (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Macuna (Colombia),Colombia,3.997607,-73.2779694,Definitely endangered
Macushi (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Macushi (Guyana),Guyana,4.9173112,-58.9434624,Vulnerable
Madngele,Australia,-25.5852413,134.5041199,Critically endangered
Mafea,Vanuatu,-16.3766842,167.5625,Definitely endangered
Magar,Nepal,28.2591381,83.9441605,Definitely endangered
Magori,Papua New Guinea,-6.8891602,146.214447,Vulnerable
Mah Meri,Malaysia,2.549001,102.962616,Severely endangered
Mahasui,India,23.4060116,79.4580917,Definitely endangered
Mahongwe,Gabon,-0.63454,11.7386084,Severely endangered
Maidu,United States of America,39.4432564,-98.9573364,Critically endangered
Maiya,Pakistan,29.9232197,69.3577423,Vulnerable
Majera,Cameroon,5.6854768,12.7228785,Critically endangered
Majhi,Nepal,28.2591381,83.9441605,Severely endangered
Mak,China,36.5530853,103.9754333,Definitely endangered
MakÃ¡,Paraguay,-23.2402897,-58.3951721,Definitely endangered
Makah,United States of America,39.4432564,-98.9573364,Critically endangered
Mako,Venezuela (Bolivarian Republic of),7.6653891,-66.1454163,Critically endangered
Makolkol,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Maku'a,Timor-Leste,-8.8047867,126.0790253,Critically endangered
Makurap,Brazil,-10.8104525,-52.9731178,Severely endangered
Malak Malak,Australia,-25.5852413,134.5041199,Critically endangered
Malecite,"Canada, United States of America",39.4432564,-98.9573364,Definitely endangered
Maleng,Lao People's Democratic Republic,18.6507492,104.1529388,Definitely endangered
Malinaltepec Tlapanec,Mexico,23.9090939,-102.6334,Vulnerable
Maliseet-Passamaquoddy,United States of America,39.4432564,-98.9573364,Severely endangered
Malmariv,Vanuatu,-16.3766842,167.5625,Vulnerable
Malto,India,23.4060116,79.4580917,Definitely endangered
Mam (Guatemala),Guatemala,15.6705656,-90.3486557,Vulnerable
Mam (Mexico),Mexico,23.9090939,-102.6334,Severely endangered
Mambai,Chad,15.3676529,18.6675816,Severely endangered
Mancagne,Senegal,14.3625116,-14.5316439,Vulnerable
Manchad,India,23.4060116,79.4580917,Vulnerable
Manchu (Amur),China,36.5530853,103.9754333,Critically endangered
Manchu (Nonni),China,36.5530853,103.9754333,Critically endangered
Manchurian Kirghiz,China,36.5530853,103.9754333,Critically endangered
Manchurian Ã–lÃ¶t,China,36.5530853,103.9754333,Severely endangered
Manda,India,23.4060116,79.4580917,Critically endangered
Mandaic,"Iran (Islamic Republic of), Iraq",34.0974998,49.6881485,Critically endangered
Mandan,United States of America,39.4432564,-98.9573364,Critically endangered
Mandeali,India,23.4060116,79.4580917,Definitely endangered
Mander,Indonesia,-1.248089,115.4189987,Critically endangered
Mang (China),China,36.5530853,103.9754333,Definitely endangered
Mang (Viet Nam),Viet Nam,16.9404297,106.8164291,Definitely endangered
Mangareva,French Polynesia (France),-7.3476038,-129.1758728,Severely endangered
Mangarla,Australia,-25.5852413,134.5041199,Critically endangered
Mangarrayi,Australia,-25.5852413,134.5041199,Critically endangered
Mani,"Guinea, Sierra Leone",8.5214415,-11.8438902,Critically endangered
Manihiki,Cook Islands,-21.2233067,-159.7405548,Definitely endangered
Maniq,Thailand,14.4845819,100.8519135,Definitely endangered
Maniwaki Algonquin,Canada,62.8329086,-95.9133224,Severely endangered
Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay",-23.2402897,-58.3951721,Definitely endangered
Mansim,Indonesia,-1.248089,115.4189987,Critically endangered
Manx,United Kingdom of Great Britain and Northern Ireland,54.5608864,-2.212512,Critically endangered
Mao,India,23.4060116,79.4580917,Vulnerable
Maonan,China,36.5530853,103.9754333,Vulnerable
Maori,New Zealand,-44.0562935,170.3541565,Vulnerable
Mapuche (Argentina),Argentina,-37.0719643,-64.8545074,Severely endangered
Mapuche (Chile),Chile,-35.7862282,-71.674675,Definitely endangered
Mara,India,23.4060116,79.4580917,Definitely endangered
Maram,India,23.4060116,79.4580917,Vulnerable
Maremgi,Indonesia,-1.248089,115.4189987,Definitely endangered
Mari,Papua New Guinea,-6.8891602,146.214447,Severely endangered
Maricopa,United States of America,39.4432564,-98.9573364,Severely endangered
Maring,India,23.4060116,79.4580917,Vulnerable
Maringarr,Australia,-25.5852413,134.5041199,Critically endangered
Mariupolitan Greek,Ukraine,48.9265633,31.4757824,Severely endangered
Marrisyefin,Australia,-25.5852413,134.5041199,Critically endangered
Marrithiyel,Australia,-25.5852413,134.5041199,Critically endangered
Martuwangka,Australia,-25.5852413,134.5041199,Vulnerable
MarÃºbo,Brazil,-10.8104525,-52.9731178,Vulnerable
Maslam,"Cameroon, Chad",15.3676529,18.6675816,Severely endangered
Massalat,Chad,15.3676529,18.6675816,Critically endangered
Massep,Indonesia,-1.248089,115.4189987,Critically endangered
